ticker,shares,price,position_market_value,average_daily_volume,average_daily_dollar_volume,position_shares_pct_adv,position_pct_of_daily_market_volume,position_value_pct_dollar_adv,liquidation_participation_rate,estimated_days_to_liquidate,estimated_full_trading_days
ACHC,-1046,13.44,-14058.24,3697275.75,50922311.0335,0.0002829110054882977,0.02829110054882977,0.00027607230926246805,0.1,0.0028291100548829768,1
ACHR,-121,7.19,-869.99,44912978.6,382023758.5310001,2.6940987610204946e-06,0.00026940987610204944,2.2773190948787626e-06,0.1,2.6940987610204944e-05,1
ACI,-4113,16.65,-68481.45,10036000.55,169762053.61900002,0.00040982460886772266,0.040982460886772265,0.00040339668695157357,0.1,0.004098246088677226,1
ACIC,707,11.05,7812.35,190988.45,2134839.4520000005,0.003701794532601317,0.3701794532601317,0.0036594555120672365,0.1,0.037017945326013164,1
ACIW,3354,43.36,145429.44,672953.5,29996101.248999994,0.004983999637419227,0.4983999637419227,0.004848278074299683,0.1,0.049839996374192265,1
ACLS,-157,88.07,-13826.99,561704.35,51701592.95925,0.0002795064699071674,0.027950646990716737,0.00026743837488524025,0.1,0.0027950646990716737,1
ACLX,3550,68.31,242500.5,947940.5,63922383.029999994,0.003744960786040896,0.37449607860408957,0.0037936711446785376,0.1,0.037449607860408955,1
ACM,1267,96.43,122176.81000000001,1320378.65,129243982.979,0.0009595732254531684,0.09595732254531684,0.0009453191335015705,0.1,0.009595732254531683,1
ACMR,3,58.12,174.35999999999999,1537498.1,78905252.8445,1.9512219234612387e-06,0.00019512219234612388,2.2097388160407313e-06,0.1,1.9512219234612386e-05,1
ACN,-620,263.64,-163456.8,4558268.5,1258248609.6744998,0.00013601655979677372,0.013601655979677373,0.00012990819043486577,0.1,0.0013601655979677372,1
ACT,-1165,39.77,-46332.05,285620.8,11246972.689,0.0040788345946793795,0.40788345946793797,0.0041195129819524366,0.1,0.04078834594679379,1
ACVA,23224,7.81,181379.44,2210322.45,18836409.3595,0.010507064252095888,1.0507064252095888,0.009629194000741054,0.1,0.10507064252095887,1
AD,1321,48.19,63658.99,364281.05,19363644.420500003,0.0036263209409328322,0.36263209409328323,0.0032875521062866227,0.1,0.03626320940932832,1
ADAM,-28186,8.0,-225488.0,681973.8,5493578.6335,0.041330033499820666,4.133003349982067,0.04104573995263628,0.1,0.4133003349982066,1
ADBE,-220,293.25,-64515.0,5023120.45,1547207060.9664998,4.379747652676734e-05,0.004379747652676734,4.169771559838873e-05,0.1,0.0004379747652676734,1
ADC,-1113,72.23,-80391.99,1424306.3,102187560.924,0.0007814330386659105,0.07814330386659105,0.0007867101364694474,0.1,0.007814330386659105,1
ADEA,697,18.09,12608.73,814879.15,15252714.572749998,0.0008553415558613814,0.08553415558613814,0.000826654818711834,0.1,0.008553415558613813,1
ADI,826,310.88,256786.88,3650185.7,1093918170.0555,0.00022628985697905726,0.022628985697905727,0.00023474048336446582,0.1,0.0022628985697905725,1
ADM,1495,67.31,100628.45,3816080.9,246264614.9025,0.00039176318300799124,0.03917631830079912,0.00040861920028519065,0.1,0.003917631830079912,1
ADMA,1553,17.3,26866.9,2373702.65,41737429.6975,0.0006542521237864398,0.06542521237864397,0.0006437123750725188,0.1,0.006542521237864397,1
ADNT,-4931,20.8,-102564.8,1313263.25,28077443.907000005,0.0037547688934415854,0.3754768893441585,0.003652925114541125,0.1,0.03754768893441585,1
ADP,762,246.82,188076.84,2353252.85,602968463.06025,0.00032380710810570143,0.032380710810570146,0.00031191820388988886,0.1,0.0032380710810570143,1
ADSK,-2935,252.87,-742173.4500000001,2021046.45,542520698.2305,0.0014522179834115143,0.14522179834115143,0.0013680094647461245,0.1,0.014522179834115143,1
ADT,346,8.0,2768.0,5534700.8,44952950.8595,6.251467107309577e-05,0.006251467107309576,6.157549053123022e-05,0.1,0.0006251467107309576,1
ADTN,24472,9.22,225631.84000000003,1158058.6,10753695.024500001,0.02113191854021895,2.113191854021895,0.02098179644168316,0.1,0.21131918540218947,1
ADUS,-2131,103.48,-220515.88,199254.65,21484803.663999997,0.010694857058542924,1.0694857058542924,0.010263807081909578,0.1,0.10694857058542924,1
AEE,3663,103.28,378314.64,1462639.0,149223217.0075,0.0025043773617413456,0.25043773617413456,0.002535226405023729,0.1,0.025043773617413456,1
AEIS,607,255.36,155003.52000000002,875029.75,219588036.2875,0.0006936907002304778,0.06936907002304778,0.0007058832649564687,0.1,0.006936907002304778,1
AEO,1216,23.31,28344.96,6252707.1,159970861.1125,0.00019447576554481498,0.019447576554481497,0.00017718826918151247,0.1,0.0019447576554481498,1
AEP,760,119.775,91029.0,3249590.5,382054584.40775,0.00023387562217454784,0.023387562217454784,0.00023826176602777984,0.1,0.0023387562217454783,1
AER,1994,143.66,286458.04,995914.1,143833239.0605,0.0020021807101636576,0.20021807101636577,0.001991598338959107,0.1,0.020021807101636573,1
AES,-7740,14.65,-113391.0,9246510.5,133587796.02900001,0.0008370725367153371,0.08370725367153371,0.0008488125664966014,0.1,0.008370725367153371,1
AFG,1028,130.27,133917.56,537206.65,70225992.542,0.0019136025214877737,0.19136025214877736,0.0019069514741270198,0.1,0.019136025214877735,1
AFL,715,110.95,79329.25,2261493.4,247902416.32850003,0.00031616276218183965,0.03161627621818396,0.00032000192323611466,0.1,0.0031616276218183964,1
AFRM,235,60.3,14170.5,5513456.6,401482994.525,4.2622988997501136e-05,0.004262298899750113,3.529539281424687e-05,0.1,0.00042622988997501136,1
AGCO,-805,113.41,-91295.05,750835.1,83873541.7965,0.0010721395416916444,0.10721395416916443,0.0010884844975487813,0.1,0.010721395416916444,1
AGIO,337,27.44,9247.28,953191.0,26664302.84,0.0003535492886525366,0.03535492886525366,0.0003468037418974949,0.1,0.0035354928865253656,1
AGM,81,169.3,13713.300000000001,112733.3,19459379.4715,0.0007185099699911206,0.07185099699911206,0.0007047141467221168,0.1,0.007185099699911206,1
AGNC,-34794,11.4,-396651.60000000003,22802497.05,263389131.41899997,0.0015258855169986744,0.15258855169986743,0.0015059528001897917,0.1,0.015258855169986743,1
AGO,-976,84.85,-82813.59999999999,293336.45,25373832.951000005,0.0033272373753756137,0.33272373753756135,0.003263740253982252,0.1,0.033272373753756135,1
AGX,223,347.11,77405.53,360808.05,126601994.17300001,0.0006180571636359001,0.06180571636359001,0.0006114084577074381,0.1,0.006180571636359,1
AGYS,-147,86.75,-12752.25,339273.7,34540774.627,0.00043327850051448136,0.04332785005144814,0.0003691940941600007,0.1,0.004332785005144813,1
AHH,1816,,,,,,,,0.1,,
AI,-27,11.01,-297.27,7032341.2,91899257.269,3.839404151778074e-06,0.0003839404151778074,3.23473778607215e-06,0.1,3.8394041517780735e-05,1
AIG,-4255,74.88,-318614.39999999997,5973829.05,448099265.5845,0.0007122734789339176,0.07122734789339176,0.000711035309518751,0.1,0.007122734789339176,1
AIN,-625,55.49,-34681.25,307874.65,17309342.3905,0.0020300469687907076,0.20300469687907075,0.002003614534717063,0.1,0.020300469687907073,1
AIR,1501,105.91,158970.91,665680.6,64844598.6655,0.002254835126635807,0.22548351266358072,0.002451567490147473,0.1,0.02254835126635807,1
AIT,234,260.41,60935.94,359930.95,97499747.93499999,0.0006501246975287899,0.06501246975287898,0.0006249856157640949,0.1,0.006501246975287899,1
AIV,90075,5.88,529641.0,1761340.7,10379699.428,0.05114002078076093,5.114002078076093,0.05102662207840572,0.1,0.5114002078076093,1
AIZ,-460,238.13,-109539.8,321589.65,76116795.04100001,0.0014303942928511535,0.14303942928511534,0.0014391015798943824,0.1,0.014303942928511533,1
AJG,801,249.37,199745.37,2053865.15,522009643.4245001,0.00038999639289853086,0.03899963928985309,0.000382646896501041,0.1,0.0038999639289853086,1
AKAM,-51,97.15,-4954.650000000001,3507242.85,330426965.842,1.4541336936505552e-05,0.0014541336936505552,1.4994690240775209e-05,0.1,0.00014541336936505552,1
AKBA,-23,1.41,-32.43,2988213.2,4269849.1620000005,7.696907302330369e-06,0.0007696907302330369,7.595116073095604e-06,0.1,7.696907302330369e-05,1
AKR,-2119,20.01,-42401.19,1574244.55,32388307.93,0.0013460424557290033,0.13460424557290032,0.0013091511323049226,0.1,0.013460424557290032,1
ALB,2608,170.63,445003.04,3767721.55,646158722.3269999,0.0006921955259671459,0.06921955259671458,0.0006886899837820319,0.1,0.006921955259671458,1
ALDX,15002,5.36,80410.72,875589.45,4119488.4965000013,0.017133600684658776,1.7133600684658776,0.01951958843150516,0.1,0.17133600684658776,1
ALG,935,195.31,182614.85,109371.2,20585191.4275,0.008548868440686396,0.8548868440686397,0.008871175701385157,0.1,0.08548868440686395,1
ALGM,-2117,36.91,-78138.46999999999,2981002.45,99971214.59599999,0.0007101637907073843,0.07101637907073843,0.0007816096895068277,0.1,0.007101637907073843,1
ALGN,-3142,163.03,-512240.26,875892.8,146549321.47349995,0.0035871969720495476,0.3587196972049548,0.0034953437849429194,0.1,0.03587196972049547,1
ALGT,234,88.63,20739.42,534819.3,47674468.949499995,0.00043753095671753055,0.043753095671753055,0.00043502152109903074,0.1,0.004375309567175305,1
ALHC,1319,22.53,29717.07,3114995.95,68294797.16075,0.0004234355425084902,0.04234355425084902,0.0004351293397951378,0.1,0.004234355425084902,1
ALK,972,50.83,49406.759999999995,3967589.6,199368086.5015,0.00024498501558729765,0.024498501558729766,0.0002478167938860579,0.1,0.0024498501558729764,1
ALKS,5435,33.89,184192.15,2275282.2,72052568.8345,0.0023887146833918007,0.23887146833918008,0.002556357850655918,0.1,0.023887146833918006,1
ALKT,-5113,21.19,-108344.47,1603478.0,34513851.533,0.0031886935773362654,0.31886935773362657,0.0031391590676690417,0.1,0.03188693577336265,1
ALL,1179,198.99,234609.21000000002,1875337.65,375095593.46950006,0.0006286867860835621,0.06286867860835621,0.0006254651189846,0.1,0.0062868678608356205,1
ALLE,1232,165.39,203760.47999999998,878775.2,143848543.856,0.0014019512612554383,0.14019512612554383,0.0014164931707892365,0.1,0.014019512612554382,1
ALLY,9400,42.28,397432.0,4041682.25,175858869.96649998,0.002325764228496686,0.23257642284966862,0.00225994856031833,0.1,0.02325764228496686,1
ALNT,1487,61.01,90721.87,141493.3,8553615.4495,0.010509331537253001,1.0509331537253002,0.010606260070448119,0.1,0.10509331537253,1
ALNY,216,338.06,73020.96,1496976.8,556505136.3185,0.00014429081332456188,0.014429081332456187,0.00013121345201422995,0.1,0.0014429081332456187,1
ALRM,-1249,48.78,-60926.22,350585.4,17660088.2505,0.003562612704351065,0.3562612704351065,0.0034499385923666055,0.1,0.03562612704351065,1
ALSN,-565,108.7,-61415.5,802606.4,85776090.738,0.0007039565096914253,0.07039565096914253,0.0007159978902231794,0.1,0.007039565096914253,1
ALV,1651,121.24,200167.24,745745.45,93637700.4285,0.0022138921531468948,0.22138921531468947,0.0021376778699605504,0.1,0.022138921531468948,1
ALX,255,244.9,62449.5,89891.7,21290720.953500003,0.0028367468854187876,0.2836746885418788,0.002933179206866354,0.1,0.028367468854187873,1
AMAL,4615,38.84,179246.6,231562.15,8235446.428499999,0.019929854684800605,1.9929854684800605,0.021765256025428108,0.1,0.19929854684800605,1
AMAT,134,322.32,43190.88,7860813.1,2451539630.41875,1.7046582623876403e-05,0.0017046582623876402,1.761785918697244e-05,0.1,0.00017046582623876403,1
AMBA,-1975,64.04,-126479.00000000001,1089154.6,75459777.7095,0.0018133330199404196,0.18133330199404196,0.0016761114840135151,0.1,0.018133330199404194,1
AMBP,-74488,4.39,-327002.31999999995,931367.9,4014316.5875,0.07997698868513721,7.997698868513721,0.0814590261810037,0.1,0.7997698868513721,1
AMC,-23,1.39,-31.97,42788765.65,66385726.84499999,5.375242695275086e-07,5.375242695275086e-05,4.815794225563699e-07,0.1,5.375242695275086e-06,1
AMCR,-4963,44.25,-219612.75,5891627.05,254323757.841,0.0008423819019569475,0.08423819019569476,0.0008635164558133775,0.1,0.008423819019569475,1
AMD,-323,236.73,-76463.79,37982661.95,8832542292.1415,8.503880018340842e-06,0.0008503880018340842,8.657053368205375e-06,0.1,8.503880018340842e-05,1
AME,-1669,223.98,-373822.62,1256418.7,272302954.47249997,0.0013283788278541223,0.13283788278541223,0.0013728188176443475,0.1,0.013283788278541223,1
AMG,316,313.09,98936.43999999999,384793.7,120267973.73300001,0.000821219266323747,0.0821219266323747,0.0008226332990330666,0.1,0.00821219266323747,1
AMGN,641,341.88,219145.08,2748571.65,924846433.3675,0.00023321203942418603,0.023321203942418604,0.00023695293844845243,0.1,0.00233212039424186,1
AMH,5641,31.32,176676.12,4809663.25,151325517.75699997,0.0011728471842597295,0.11728471842597295,0.001167523644516507,0.1,0.011728471842597295,1
AMKR,-8265,48.33,-399447.45,4450854.7,223111693.97649997,0.0018569467118304266,0.18569467118304267,0.0017903474393505937,0.1,0.018569467118304265,1
AMN,-978,21.3,-20831.4,1400523.3,26245981.283999998,0.0006983104101159902,0.06983104101159901,0.0007936986533134191,0.1,0.006983104101159901,1
AMP,1230,527.19,648443.7000000001,589544.35,298942902.8545,0.0020863570314938987,0.20863570314938987,0.0021691222431047554,0.1,0.020863570314938986,1
AMPH,10737,26.49,284423.13,323507.05,8726392.391250001,0.0331893848990308,3.3189384899030796,0.03259343807243788,0.1,0.33189384899030794,1
AMPL,-30968,9.17,-283976.56,1277821.2,13206328.1605,0.024235002518349202,2.4235002518349202,0.02150306705609294,0.1,0.24235002518349202,1
AMR,-83,209.8,-17413.4,278366.1,63417737.09099998,0.00029816849106266896,0.029816849106266897,0.0002745824874673942,0.1,0.0029816849106266896,1
AMRC,6,31.34,188.04,524680.85,16614205.974000003,1.1435523137541612e-05,0.0011435523137541613,1.1318025086138249e-05,0.1,0.00011435523137541611,1
AMRX,-16608,13.68,-227197.44,3598268.75,49496482.808,0.004615552965575459,0.4615552965575459,0.004590173424671674,0.1,0.04615552965575459,1
AMSF,-67,37.61,-2519.87,148079.15,5575776.220499999,0.0004524607279282735,0.04524607279282735,0.00045193169531004503,0.1,0.004524607279282735,1
AMT,703,179.28,126033.84,3231853.4,572571298.7965,0.0002175222428096522,0.02175222428096522,0.00022011903192652732,0.1,0.002175222428096522,1
AMZN,-1,239.3,-239.3,42103019.35,10049869754.997501,2.375126571534115e-08,2.3751265715341147e-06,2.3811253860379955e-08,0.1,2.3751265715341147e-07,1
AN,507,204.98,103924.86,316878.5,67354720.5015,0.0015999823276113716,0.15999823276113717,0.0015429484262752687,0.1,0.015999823276113715,1
ANAB,-1995,31.602,-63045.99,488548.55,15039053.234684998,0.0040835245545197095,0.40835245545197096,0.004192151528169022,0.1,0.040835245545197095,1
ANDE,618,61.99,38309.82,282142.6,16259022.878999999,0.002190381743132728,0.2190381743132728,0.002356219084326439,0.1,0.02190381743132728,1
ANET,-1308,141.74,-185395.92,8287606.2,1114491652.0670002,0.00015782603184017117,0.015782603184017117,0.00016635020967286217,0.1,0.0015782603184017116,1
ANF,36,97.63,3514.68,1915238.15,204261364.762,1.879661806026577e-05,0.001879661806026577,1.7206778208376376e-05,0.1,0.0001879661806026577,1
ANGI,-1017,12.98,-13200.66,839056.2,10944956.5015,0.0012120761398342567,0.12120761398342567,0.0012060952456221144,0.1,0.012120761398342566,1
ANGO,6966,10.36,72167.76,903575.45,9716087.6825,0.007709372803344757,0.7709372803344757,0.007427656311704966,0.1,0.07709372803344756,1
ANIP,1463,81.85,119746.54999999999,567396.1,46302741.637,0.0025784456396510304,0.257844563965103,0.0025861654357052554,0.1,0.025784456396510304,1
AON,-419,349.64,-146499.16,1199077.8,410995449.311,0.0003494352076237255,0.03494352076237255,0.0003564495914628587,0.1,0.003494352076237255,1
AORT,20,40.77,815.4000000000001,302329.85,13023076.681,6.61529121256138e-05,0.00661529121256138,6.2611932646425e-05,0.1,0.0006615291212561379,1
AOS,-3482,73.49,-255892.18,1453217.65,103135889.99100001,0.0023960622828934127,0.23960622828934128,0.0024811167094435315,0.1,0.023960622828934127,1
AOSL,5233,22.1,115649.3,296903.95,6592239.956000001,0.017625228630336512,1.7625228630336511,0.017543247935740035,0.1,0.17625228630336512,1
APA,-950,26.41,-25089.5,6332100.05,162061099.677,0.00015002921503111751,0.01500292150311175,0.00015481506697168703,0.1,0.001500292150311175,1
APAM,-12,44.52,-534.24,465784.05,20261155.553999998,2.5763011850663416e-05,0.0025763011850663416,2.636769648089145e-05,0.1,0.00025763011850663415,1
APD,-818,272.5,-222905.0,1577556.3,412868983.9655,0.0005185234910475144,0.05185234910475144,0.0005398928198942314,0.1,0.0051852349104751436,1
APEI,-2185,41.78,-91289.3,222858.45,9023894.4405,0.009804429672736214,0.9804429672736213,0.01011639715002493,0.1,0.09804429672736213,1
APG,1041,41.57,43274.37,2339788.35,97414220.5905,0.0004449120365951048,0.04449120365951048,0.0004442305213518302,0.1,0.004449120365951048,1
APH,223,144.08,32129.840000000004,11418272.0,1696969516.6425,1.9530100526594567e-05,0.0019530100526594567,1.8933657726256485e-05,0.1,0.00019530100526594566,1
APLD,-2343,33.88,-79380.84000000001,41800890.55,1473231471.0640001,5.6051437401732587e-05,0.0056051437401732586,5.388212345387207e-05,0.1,0.0005605143740173258,1
APLE,-2475,11.64,-28809.0,2615207.85,31507705.101999998,0.0009463874926805531,0.09463874926805531,0.000914347773242657,0.1,0.00946387492680553,1
APLS,5453,22.58,123128.73999999999,4016420.55,91902936.47999999,0.001357676551077302,0.1357676551077302,0.0013397693775192415,0.1,0.013576765510773019,1
APO,-393,134.54,-52874.219999999994,3080365.7,432311327.292,0.00012758225427584783,0.012758225427584783,0.00012230588620289998,0.1,0.0012758225427584782,1
APOG,1227,37.13,45558.51,329379.65,11984119.5865,0.0037251846008094303,0.372518460080943,0.003801573379768443,0.1,0.0372518460080943,1
APP,-337,473.11,-159438.07,5617982.7,3213202969.0680003,5.9985944776939234e-05,0.005998594477693924,4.9619669698688697e-05,0.1,0.0005998594477693923,1
APPF,294,189.88,55824.72,379190.45,81294373.3485,0.000775335982222126,0.0775335982222126,0.0006866984478825564,0.1,0.00775335982222126,1
APPN,5030,27.9,140337.0,1021392.85,31337757.263000004,0.0049246477493943685,0.49246477493943686,0.004478208150705593,0.1,0.04924647749394368,1
APTV,24,64.1686,1540.0464,2486773.65,170716306.666695,9.651059315350233e-06,0.0009651059315350233,9.021085507705909e-06,0.1,9.651059315350233e-05,1
AR,-3280,36.37,-119293.59999999999,6687883.55,223294316.807,0.0004904391614294779,0.04904391614294779,0.0005342437806113491,0.1,0.004904391614294779,1
ARCB,599,90.22,54041.78,382287.25,33423140.065000005,0.0015668845874404654,0.15668845874404652,0.0016168971525386806,0.1,0.015668845874404654,1
ARDX,123,7.69,945.87,6636666.55,47625062.0305,1.8533400627156717e-05,0.0018533400627156718,1.9860761533375994e-05,0.1,0.00018533400627156717,1
ARE,-4782,54.64,-261288.48,2913294.9,161297354.143,0.001641440418544652,0.16414404185446518,0.001619917954564535,0.1,0.01641440418544652,1
ARES,-565,149.67,-84563.54999999999,2102048.5,339843274.3705,0.0002687854252649261,0.026878542526492608,0.0002488310241143925,0.1,0.002687854252649261,1
ARI,-15065,10.81,-162852.65,1475385.05,15245353.2155,0.010210893759564663,1.0210893759564663,0.01068211721289784,0.1,0.10210893759564663,1
ARLO,13385,12.69,169855.65,1167458.05,15758161.664499998,0.011465080051484505,1.1465080051484504,0.010778900078341687,0.1,0.11465080051484504,1
ARMK,19485,38.49,749977.65,2567679.85,99235610.246,0.007588562880999358,0.7588562880999358,0.0075575456042527855,0.1,0.07588562880999357,1
AROC,19329,29.59,571945.11,1374575.0,37197997.206999995,0.014061800920284452,1.4061800920284453,0.015375696353145868,0.1,0.1406180092028445,1
ARQT,8,25.37,202.96,1498903.7,40939194.98900001,5.337234139858352e-06,0.0005337234139858351,4.957596260857927e-06,0.1,5.337234139858351e-05,1
ARR,27666,17.4,481388.39999999997,4299584.35,79058825.27050002,0.00643457547239421,0.6434575472394211,0.006088990044475466,0.1,0.06434575472394209,1
ARVN,9402,13.38,125798.76000000001,778397.3,9692854.923000002,0.012078664712737313,1.2078664712737313,0.012978504372483114,0.1,0.12078664712737312,1
ARW,-2000,132.49,-264980.0,554940.0,66671346.995000005,0.003603993224492738,0.3603993224492738,0.003974420976073456,0.1,0.03603993224492738,1
ARWR,1254,69.33,86939.81999999999,2840551.15,190076929.80574998,0.0004414636222973841,0.04414636222973841,0.00045739280452840097,0.1,0.00441463622297384,1
ASAN,18692,10.25,191593.0,3861448.7,44862107.43800001,0.004840670290401631,0.4840670290401631,0.004270708866380919,0.1,0.0484067029040163,1
ASB,1689,27.26,46042.14,2460336.7,65689032.793500006,0.0006864914058307548,0.06864914058307547,0.0007009106093057883,0.1,0.006864914058307547,1
ASC,402,12.92,5193.84,666039.75,7830675.5649999995,0.0006035675798629136,0.06035675798629136,0.0006632684443235519,0.1,0.006035675798629136,1
ASGN,-4677,,,,,,,,0.1,,
ASH,507,61.16,31008.12,592336.35,36926878.9755,0.0008559326132863533,0.08559326132863533,0.000839716782470922,0.1,0.008559326132863533,1
ASIX,-16002,15.84,-253471.68,346114.5,5958863.081,0.04623325518000546,4.623325518000546,0.042536919636264416,0.1,0.4623325518000546,1
ASMB,-2712,25.775,-69901.8,108113.25,3164118.613,0.025084806903871635,2.5084806903871635,0.022092028950116985,0.1,0.2508480690387163,1
ASO,-13,55.01,-715.13,1531475.65,85861220.6605,8.4885450186557e-06,0.0008488545018655701,8.328905581574054e-06,0.1,8.4885450186557e-05,1
ASTE,396,48.72,19293.12,174142.8,8374846.4275,0.0022739958241167597,0.22739958241167596,0.002303698362354239,0.1,0.022739958241167594,1
ASTH,2004,22.74,45570.96,556662.9,14141446.818500001,0.0036000243594462643,0.36000243594462644,0.003222510439340871,0.1,0.03600024359446264,1
ASTS,-915,111.21,-101757.15,17939159.7,1852737687.6924999,5.10057335628714e-05,0.00510057335628714,5.492258870533037e-05,0.1,0.000510057335628714,1
ASUR,-45,9.62,-432.9,74133.1,707646.6479999999,0.0006070162990620923,0.06070162990620923,0.0006117459910585205,0.1,0.006070162990620923,1
ATEC,9058,14.83,134330.14,4027889.9,70430288.75500001,0.002248820157671142,0.2248820157671142,0.0019072779960803952,0.1,0.02248820157671142,1
ATEN,-1290,17.44,-22497.600000000002,579441.85,10169802.764499998,0.002226280342022241,0.2226280342022241,0.002212196295343404,0.1,0.02226280342022241,1
ATEX,-158,26.265,-4149.87,307329.4,7670670.825999999,0.0005141063627495449,0.051410636274954485,0.0005410048344056004,0.1,0.005141063627495448,1
ATGE,274,,,,,,,,0.1,,
ATI,476,120.3,57262.799999999996,1465489.85,179126183.80950004,0.00032480607081652595,0.032480607081652596,0.00031967855721695465,0.1,0.003248060708165259,1
ATKR,1405,69.45,97577.25,388373.75,26974423.7415,0.003617649236077361,0.3617649236077361,0.0036173988714308636,0.1,0.03617649236077361,1
ATO,2286,166.34,380253.24,1549251.6,259341528.39650002,0.0014755511628969755,0.14755511628969756,0.0014662258002067507,0.1,0.014755511628969754,1
ATR,1155,124.95,144317.25,414565.2,51389285.420499995,0.002786051506494033,0.2786051506494033,0.0028083140059081183,0.1,0.027860515064940326,1
ATRC,471,36.93,17394.03,534727.6,20985335.416249998,0.0008808223102753627,0.08808223102753626,0.000828865951150389,0.1,0.008808223102753625,1
ATRO,196,62.994,12346.824,914461.55,52644915.306509994,0.0002143337792605933,0.02143337792605933,0.0002345302281922982,0.1,0.0021433377926059326,1
AUB,-2553,38.84,-99158.52,1237143.3,47283685.0335,0.002063625127339735,0.2063625127339735,0.0020970979721598943,0.1,0.020636251273397348,1
AUR,-230,4.2,-966.0,17928441.8,80328166.7375,1.2828778014606935e-05,0.0012828778014606936,1.202566969014416e-05,0.1,0.00012828778014606934,1
AVA,-187,41.29,-7721.23,624154.65,24893208.2795,0.0002996052340553739,0.02996052340553739,0.00031017416129356734,0.1,0.002996052340553739,1
AVAV,-558,278.39,-155341.62,1840640.3,609606027.1729999,0.0003031553747899576,0.030315537478995756,0.0002548229726670922,0.1,0.003031553747899576,1
AVB,1186,177.67,210716.62,1219508.4,217795166.173,0.0009725230264916586,0.09725230264916586,0.0009674990666809504,0.1,0.009725230264916585,1
AVGO,-2,331.3,-662.6,25739549.65,8683814171.399998,7.770143717335785e-08,7.770143717335785e-06,7.630287646899014e-08,0.1,7.770143717335785e-07,1
AVNS,-1315,13.32,-17515.8,592683.4,7333176.3375,0.0022187225085096023,0.22187225085096024,0.002388569317558702,0.1,0.022187225085096022,1
