as_of_date,ticker,retrieved_at,market_cap
2026-01-28,AGIO,2026-07-27T14:02:58-04:00,1650863986.5770645
2026-01-28,AGM,2026-07-27T14:02:58-04:00,1824142050.1285703
2026-01-28,AGNC,2026-07-27T14:02:58-04:00,13313352507.019045
2026-01-28,AGO,2026-07-27T14:02:58-04:00,3978793035.778511
2026-01-28,AGX,2026-07-27T14:02:58-04:00,4978750578.95874
2026-01-28,AGYS,2026-07-27T14:02:58-04:00,2408033469.0222626
2026-01-28,AI,2026-07-27T14:02:58-04:00,1848090595.6379347
2026-01-28,AIG,2026-07-27T14:02:58-04:00,40658342286.75288
2026-01-28,AIN,2026-07-27T14:02:58-04:00,1637245231.8282166
2026-01-28,AIR,2026-07-27T14:02:58-04:00,4117915085.867432
2026-01-28,AIT,2026-07-27T14:02:58-04:00,9674089823.122805
2026-01-28,AIV,2026-07-27T14:02:58-04:00,841401181.4241829
2026-01-28,AIZ,2026-07-27T14:02:58-04:00,11973466076.703552
2026-01-28,AJG,2026-07-27T14:02:58-04:00,62241826596.069336
2026-01-28,AKAM,2026-07-27T14:02:58-04:00,14688640478.17907
2026-01-28,AKBA,2026-07-27T14:02:58-04:00,384780702.5036366
2026-01-28,AKR,2026-07-27T14:02:58-04:00,2746302380.680485
2026-01-28,ALB,2026-07-27T14:02:58-04:00,21695187763.710632
2026-01-28,ALDX,2026-07-27T14:02:58-04:00,326082234.2500553
2026-01-28,ALG,2026-07-27T14:02:58-04:00,2312835131.253296
2026-01-28,ALGM,2026-07-27T14:02:58-04:00,6395862863.515377
2026-01-28,ALGN,2026-07-27T14:02:58-04:00,11954451842.753494
2026-01-28,ALGT,2026-07-27T14:02:58-04:00,1588702631.25
2026-01-28,ALHC,2026-07-27T14:02:58-04:00,4418025648.094212
2026-01-28,ALK,2026-07-27T14:02:58-04:00,6074323591.290794
2026-01-28,ALKS,2026-07-27T14:02:58-04:00,5597483807.049324
2026-01-28,ALKT,2026-07-27T14:02:58-04:00,2353139870.4876595
2026-01-28,ALL,2026-07-27T14:02:58-04:00,51997508238.04268
2026-01-28,ALLE,2026-07-27T14:02:58-04:00,14186668524.60263
2026-01-28,ALLO,2026-07-27T14:02:58-04:00,325858719.5159683
2026-01-28,ALLY,2026-07-27T14:02:58-04:00,13049253664.63852
2026-01-28,ALNT,2026-07-27T14:02:58-04:00,1014746024.98851
2026-01-28,ALNY,2026-07-27T14:02:58-04:00,46184346722.450745
2026-01-28,ALRM,2026-07-27T14:02:58-04:00,2431373268.6792297
2026-01-28,ALSN,2026-07-27T14:02:58-04:00,9247172979.766418
2026-01-28,ALV,2026-07-27T14:02:58-04:00,9696911020.0
2026-01-28,ALX,2026-07-27T14:02:58-04:00,1214768957.6724243
2026-01-28,AMAL,2026-07-27T14:02:58-04:00,1127102531.3292007
2026-01-28,AMAT,2026-07-27T14:02:58-04:00,268269337292.25
2026-01-28,AMBA,2026-07-27T14:02:58-04:00,2871037016.4437256
2026-01-28,AMBP,2026-07-27T14:02:58-04:00,2635855083.058281
2026-01-28,AMC,2026-07-27T14:02:58-04:00,733509266.7550395
2026-01-28,AMCR,2026-07-27T14:02:58-04:00,20401284515.710007
2026-01-28,AMCX,2026-07-27T14:02:58-04:00,336026647.54772043
2026-01-28,AMD,2026-07-27T14:02:58-04:00,411471227762.6993
2026-01-28,AME,2026-07-27T14:03:01-04:00,51384947829.06799
2026-01-28,AMG,2026-07-27T14:03:01-04:00,8909454647.610352
2026-01-28,AMGN,2026-07-27T14:03:01-04:00,184278855886.94504
2026-01-28,AMH,2026-07-27T14:03:01-04:00,13008248138.834623
2026-01-28,AMKR,2026-07-27T14:03:01-04:00,12596977323.20765
2026-01-28,AMN,2026-07-27T14:03:01-04:00,787098343.4077835
2026-01-28,AMP,2026-07-27T14:03:01-04:00,47104674649.07355
2026-01-28,AMPH,2026-07-27T14:03:01-04:00,1214451476.3802223
2026-01-28,AMPL,2026-07-27T14:03:01-04:00,1323493071.6027718
2026-01-28,AMR,2026-07-27T14:03:01-04:00,2816232061.466797
2026-01-28,AMRC,2026-07-27T14:03:01-04:00,1758683331.866272
2026-01-28,AMRX,2026-07-27T14:03:01-04:00,4385362674.040031
2026-01-28,AMSF,2026-07-27T14:03:01-04:00,690689992.9557953
2026-01-28,AMT,2026-07-27T14:03:01-04:00,83119272377.5692
2026-01-28,AMZN,2026-07-27T14:03:01-04:00,2597829334109.9995
2026-01-28,AN,2026-07-27T14:03:01-04:00,7875436912.479797
2026-01-28,ANAB,2026-07-27T14:03:01-04:00,884879166.509716
2026-01-28,ANDE,2026-07-27T14:03:01-04:00,2087180046.1688805
2026-01-28,ANET,2026-07-27T14:03:01-04:00,189081645574.4339
2026-01-28,ANF,2026-07-27T14:03:01-04:00,4542708332.2419815
2026-01-28,ANGI,2026-07-27T14:03:01-04:00,597288947.450635
2026-01-28,ANGO,2026-07-27T14:03:01-04:00,412586043.293911
2026-01-28,ANIP,2026-07-27T14:03:01-04:00,1785648985.6558228
2026-01-28,AON,2026-07-27T14:03:01-04:00,71803656801.0
2026-01-28,AORT,2026-07-27T14:03:01-04:00,1956111274.683052
2026-01-28,AOS,2026-07-27T14:03:01-04:00,9737604214.850922
2026-01-28,AOSL,2026-07-27T14:03:01-04:00,675480760.8584404
2026-01-28,APA,2026-07-27T14:03:01-04:00,9306025906.490822
2026-01-28,APAM,2026-07-27T14:03:01-04:00,3116924247.88102
2026-01-28,APD,2026-07-27T14:03:01-04:00,56959004818.76077
2026-01-28,APEI,2026-07-27T14:03:01-04:00,749805327.2426605
2026-01-28,APG,2026-07-27T14:03:01-04:00,18072888491.8609
2026-01-28,APH,2026-07-27T14:03:01-04:00,178663150165.8261
2026-01-28,APLD,2026-07-27T14:03:01-04:00,11244942142.351288
2026-01-28,APLE,2026-07-27T14:03:01-04:00,2720643323.594658
2026-01-28,APO,2026-07-27T14:03:01-04:00,77132355371.70818
2026-01-28,APOG,2026-07-27T14:03:01-04:00,818706063.4007683
2026-01-28,APP,2026-07-27T14:03:01-04:00,183453218944.5673
2026-01-28,APPF,2026-07-27T14:03:01-04:00,7830858660.0
2026-01-28,APPN,2026-07-27T14:03:01-04:00,2236505383.401718
2026-01-28,APTV,2026-07-27T14:03:01-04:00,16943890362.269836
2026-01-28,AR,2026-07-27T14:03:01-04:00,10631257935.850563
2026-01-28,ARCB,2026-07-27T14:03:01-04:00,1954057132.712624
2026-01-28,ARDX,2026-07-27T14:03:01-04:00,1909778077.6005688
2026-01-28,ARE,2026-07-27T14:03:01-04:00,9463932819.984146
2026-01-28,ARES,2026-07-27T14:03:01-04:00,49078169525.231
2026-01-28,ARI,2026-07-27T14:03:01-04:00,1483920157.4822922
2026-01-28,ARLO,2026-07-27T14:03:01-04:00,1364120477.0301476
2026-01-28,ARMK,2026-07-27T14:03:01-04:00,10122962888.5
2026-01-28,AROC,2026-07-27T14:03:01-04:00,4975236890.716061
2026-01-28,ARQT,2026-07-27T14:03:05-04:00,3117426379.854126
2026-01-28,ARR,2026-07-27T14:03:05-04:00,2079084633.827408
2026-01-28,ARVN,2026-07-27T14:03:05-04:00,949289525.755272
2026-01-28,ARW,2026-07-27T14:03:05-04:00,6614573412.60022
2026-01-28,ARWR,2026-07-27T14:03:05-04:00,9181901306.56723
2026-01-28,ASAN,2026-07-27T14:03:05-04:00,2634180929.7081747
2026-01-28,ASB,2026-07-27T14:03:05-04:00,4448671072.555717
2026-01-28,ASC,2026-07-27T14:03:05-04:00,498953284.13495445
2026-01-28,ASH,2026-07-27T14:03:05-04:00,2842759680.040493
2026-01-28,ASIX,2026-07-27T14:03:05-04:00,439764275.4951954
2026-01-28,ASMB,2026-07-27T14:03:05-04:00,417888840.006752
2026-01-28,ASO,2026-07-27T14:03:05-04:00,3676140140.223312
2026-01-28,ASTE,2026-07-27T14:03:05-04:00,1090033858.5557632
2026-01-28,ASTH,2026-07-27T14:03:05-04:00,1103423486.0
2026-01-28,ASTS,2026-07-27T14:03:05-04:00,44540063256.94183
2026-01-28,ASUR,2026-07-27T14:03:05-04:00,272363645.0201864
2026-01-28,ATEC,2026-07-27T14:03:05-04:00,2266875857.100439
2026-01-28,ATEN,2026-07-27T14:03:05-04:00,1330494277.5736542
2026-01-28,ATEX,2026-07-27T14:03:05-04:00,523027563.9505348
2026-01-28,ATI,2026-07-27T14:03:05-04:00,16776927275.292114
2026-01-28,ATKR,2026-07-27T14:03:05-04:00,2307193702.6397552
2026-01-28,ATO,2026-07-27T14:03:05-04:00,26850167502.0
2026-01-28,ATR,2026-07-27T14:03:05-04:00,8149420370.348602
2026-01-28,ATRC,2026-07-27T14:03:05-04:00,1877810659.518631
2026-01-28,ATRO,2026-07-27T14:03:05-04:00,2177840622.4412155
2026-01-28,AUB,2026-07-27T14:03:05-04:00,5543956369.165443
2026-01-28,AUR,2026-07-27T14:03:05-04:00,8709169455.0
2026-01-28,AVA,2026-07-27T14:03:05-04:00,3284163556.78537
2026-01-28,AVAV,2026-07-27T14:03:05-04:00,15326191738.484802
2026-01-28,AVB,2026-07-27T14:03:05-04:00,24627991489.1474
2026-01-28,AVGO,2026-07-27T14:03:05-04:00,1579982034477.258
2026-01-28,AVNS,2026-07-27T14:03:05-04:00,596482972.6574078
2026-01-28,AVNT,2026-07-27T14:03:05-04:00,3310940774.508499
2026-01-28,AVPT,2026-07-27T14:03:05-04:00,2675787398.88291
2026-01-28,AVT,2026-07-27T14:03:05-04:00,4876514706.90065
2026-01-28,AVTR,2026-07-27T14:03:05-04:00,7534054321.995864
2026-01-28,AVXL,2026-07-27T14:03:05-04:00,435125270.8649206
2026-01-28,AVY,2026-07-27T14:03:05-04:00,14289599111.361084
2026-01-28,AWI,2026-07-27T14:03:05-04:00,7942662548.532791
2026-01-28,AWK,2026-07-27T14:03:05-04:00,24797258900.683426
2026-01-28,AWR,2026-07-27T14:03:05-04:00,2796343119.941757
2026-01-28,AX,2026-07-27T14:03:05-04:00,5203318058.292755
2026-01-28,AXGN,2026-07-27T14:03:05-04:00,1711271988.3808594
2026-01-28,AXON,2026-07-27T14:03:05-04:00,43679375018.84815
2026-01-28,AXP,2026-07-27T14:03:05-04:00,248422989777.99512
2026-01-28,AXS,2026-07-27T14:03:05-04:00,8112895964.092773
2026-01-28,AXSM,2026-07-27T14:03:05-04:00,9334908456.4917
2026-01-28,AXTI,2026-07-27T14:03:05-04:00,912343979.074152
2026-01-28,AYI,2026-07-27T14:03:05-04:00,9591952701.328123
2026-01-28,AZO,2026-07-27T14:03:05-04:00,62907062034.24805
2026-01-28,AZTA,2026-07-27T14:03:08-04:00,1794973173.2003784
2026-01-28,AZZ,2026-07-27T14:03:08-04:00,3701529817.313469
2026-01-28,BA,2026-07-27T14:03:08-04:00,189182182110.9374
2026-01-28,BAC,2026-07-27T14:03:08-04:00,378342304473.95154
2026-01-28,BAH,2026-07-27T14:03:08-04:00,10986148653.887566
2026-01-28,BALL,2026-07-27T14:03:08-04:00,15311096375.907116
2026-01-28,BANC,2026-07-27T14:03:08-04:00,3118438731.4177666
2026-01-28,BAND,2026-07-27T14:03:08-04:00,426691688.408329
2026-01-28,BANF,2026-07-27T14:03:08-04:00,3620203195.9624014
2026-01-28,BANR,2026-07-27T14:03:08-04:00,2075877509.70044
2026-01-28,BAP,2026-07-27T14:03:08-04:00,28427427199.94373
2026-01-28,BATRK,2026-07-27T14:03:08-04:00,2517218437.6532936
2026-01-28,BAX,2026-07-27T14:03:08-04:00,10080634649.804764
2026-01-28,BBBY,2026-07-27T14:03:08-04:00,448987684.5265398
2026-01-28,BBIO,2026-07-27T14:03:08-04:00,14849174890.76059
2026-01-28,BBSI,2026-07-27T14:03:08-04:00,941522523.1491624
2026-01-28,BBT,2026-07-27T14:03:08-04:00,2374791805.277848
2026-01-28,BBW,2026-07-27T14:03:08-04:00,805814770.2184296
2026-01-28,BBWI,2026-07-27T14:03:08-04:00,4459837095.8405
2026-01-28,BBY,2026-07-27T14:03:08-04:00,13774238486.017456
2026-01-28,BC,2026-07-27T14:03:08-04:00,5498893316.375732
2026-01-28,BCC,2026-07-27T14:03:08-04:00,3018734715.927536
2026-01-28,BCO,2026-07-27T14:03:08-04:00,5194037244.004074
2026-01-28,BCPC,2026-07-27T14:03:08-04:00,5457016131.210922
2026-01-28,BCRX,2026-07-27T14:03:08-04:00,1651940108.412243
2026-01-28,BCSF,2026-07-27T14:03:08-04:00,854318242.1390743
2026-01-28,BDC,2026-07-27T14:03:08-04:00,4701686102.91391
2026-01-28,BDX,2026-07-27T14:03:08-04:00,45307952232.13806
2026-01-28,BE,2026-07-27T14:03:08-04:00,39116513625.09529
2026-01-28,BEAM,2026-07-27T14:03:08-04:00,2944802921.331543
2026-01-28,BELFB,2026-07-27T14:03:08-04:00,2630611764.685211
2026-01-28,BEN,2026-07-27T14:03:08-04:00,13378884589.622095
2026-01-28,BEPC,2026-07-27T14:03:08-04:00,7303119136.160465
2026-01-28,BF/B,2026-07-27T14:03:08-04:00,12187040461.049463
2026-01-28,BFAM,2026-07-27T14:03:08-04:00,5227092309.41095
2026-01-28,BFH,2026-07-27T14:03:08-04:00,3109919860.839844
2026-01-28,BFS,2026-07-27T14:03:08-04:00,1061298607.4836408
2026-01-28,BFST,2026-07-27T14:03:08-04:00,884626452.7592087
2026-01-28,BG,2026-07-27T14:03:08-04:00,22294529309.19109
2026-01-28,BGC,2026-07-27T14:03:08-04:00,4270715860.949265
2026-01-28,BGS,2026-07-27T14:03:08-04:00,342416066.78545475
2026-01-28,BH,2026-07-27T14:03:08-04:00,1193936914.8405457
2026-01-28,BH/A,2026-07-27T14:03:08-04:00,1233147363.9023438
2026-01-28,BHB,2026-07-27T14:03:08-04:00,549328769.8059082
2026-01-28,BHE,2026-07-27T14:03:08-04:00,1787634851.0636902
2026-01-28,BHVN,2026-07-27T14:03:08-04:00,1616145836.5133133
2026-01-28,BIIB,2026-07-27T14:03:08-04:00,25647958482.379883
2026-01-28,BILL,2026-07-27T14:03:08-04:00,4672635344.367016
2026-01-28,BIO,2026-07-27T14:03:08-04:00,8086786015.147858
2026-01-28,BJ,2026-07-27T14:03:08-04:00,12065974598.48764
2026-01-28,BJRI,2026-07-27T14:03:11-04:00,914613604.575882
2026-01-28,BKD,2026-07-27T14:03:11-04:00,3116041366.7075644
2026-01-28,BKE,2026-07-27T14:03:11-04:00,2450913991.764118
2026-01-28,BKH,2026-07-27T14:03:11-04:00,5446160098.791809
2026-01-28,BKNG,2026-07-27T14:03:11-04:00,6592455961.63504
2026-01-28,BKR,2026-07-27T14:03:11-04:00,55881005991.64822
2026-01-28,BKU,2026-07-27T14:03:11-04:00,3527192179.5473824
2026-01-28,BL,2026-07-27T14:03:11-04:00,3207027072.6133347
2026-01-28,BLBD,2026-07-27T14:03:11-04:00,1578136306.6074944
2026-01-28,BLDR,2026-07-27T14:03:11-04:00,12947879824.331818
2026-01-28,BLFS,2026-07-27T14:03:11-04:00,1104516200.9538307
2026-01-28,BLK,2026-07-27T14:03:11-04:00,174028126916.18518
2026-01-28,BLKB,2026-07-27T14:03:11-04:00,2661690534.026764
2026-01-28,BLMN,2026-07-27T14:03:11-04:00,526641607.7515168
2026-01-28,BLX,2026-07-27T14:03:11-04:00,1754386911.3509216
2026-01-28,BMI,2026-07-27T14:03:11-04:00,4312019157.043152
2026-01-28,BMRN,2026-07-27T14:03:11-04:00,10889041076.548643
2026-01-28,BMY,2026-07-27T14:03:11-04:00,111192828160.32118
2026-01-28,BNL,2026-07-27T14:03:11-04:00,3547243914.920597
2026-01-28,BOH,2026-07-27T14:03:11-04:00,2949666696.597107
2026-01-28,BOKF,2026-07-27T14:03:11-04:00,8144403637.513229
2026-01-28,BOOT,2026-07-27T14:03:11-04:00,5264428081.523605
2026-01-28,BOX,2026-07-27T14:03:11-04:00,3791240244.113262
2026-01-28,BPOP,2026-07-27T14:03:11-04:00,8770410110.593872
2026-01-28,BPRN,2026-07-27T14:03:11-04:00,245288935.29579163
2026-01-28,BR,2026-07-27T14:03:11-04:00,23916309492.265152
2026-01-28,BRBR,2026-07-27T14:03:11-04:00,2965474249.352297
2026-01-28,BRC,2026-07-27T14:03:11-04:00,4017569988.6063232
2026-01-28,BRK/B,2026-07-27T14:03:11-04:00,1021476407815.818
2026-01-28,BRKR,2026-07-27T14:03:11-04:00,7072860137.278107
2026-01-28,BRO,2026-07-27T14:03:11-04:00,24616438438.03322
2026-01-28,BROS,2026-07-27T14:03:11-04:00,9454028465.810532
2026-01-28,BRSL,2026-07-27T14:03:11-04:00,2620733456.851653
2026-01-28,BRSP,2026-07-27T14:03:11-04:00,779963616.0
2026-01-28,BRX,2026-07-27T14:03:11-04:00,7964722400.321465
2026-01-28,BRZE,2026-07-27T14:03:11-04:00,2667362438.8281784
2026-01-28,BSX,2026-07-27T14:03:11-04:00,139092429150.0652
2026-01-28,BSY,2026-07-27T14:03:11-04:00,11340614884.245964
2026-01-28,BTU,2026-07-27T14:03:11-04:00,4277888037.109375
2026-01-28,BURL,2026-07-27T14:03:11-04:00,18164509782.40558
2026-01-28,BUSE,2026-07-27T14:03:11-04:00,2156296529.199402
2026-01-28,BV,2026-07-27T14:03:11-04:00,1242463989.162445
2026-01-28,BW,2026-07-27T14:03:11-04:00,1164328997.1424105
2026-01-28,BWA,2026-07-27T14:03:11-04:00,10447447789.12854
2026-01-28,BWIN,2026-07-27T14:03:11-04:00,2711569759.497711
2026-01-28,BWXT,2026-07-27T14:03:11-04:00,19775605006.21228
2026-01-28,BX,2026-07-27T14:03:11-04:00,180119954921.96008
2026-01-28,BXC,2026-07-27T14:03:11-04:00,541814370.4428711
2026-01-28,BXMT,2026-07-27T14:03:11-04:00,3306322899.362526
2026-01-28,BXP,2026-07-27T14:03:11-04:00,11347913439.222702
2026-01-28,BY,2026-07-27T14:03:14-04:00,1419937834.2428112
2026-01-28,BYD,2026-07-27T14:03:14-04:00,6695381034.0
2026-01-28,BZH,2026-07-27T14:03:14-04:00,701739618.729496
2026-01-28,C,2026-07-27T14:03:14-04:00,204334190011.59305
2026-01-28,CAAP,2026-07-27T14:03:14-04:00,4749989337.213873
2026-01-28,CABO,2026-07-27T14:03:14-04:00,410466272.0433655
2026-01-28,CAC,2026-07-27T14:03:14-04:00,772933206.7106628
2026-01-28,CACC,2026-07-27T14:03:14-04:00,4870739758.352905
2026-01-28,CACI,2026-07-27T14:03:14-04:00,14096024182.078611
2026-01-28,CAG,2026-07-27T14:03:14-04:00,8457572463.986778
2026-01-28,CAH,2026-07-27T14:03:14-04:00,49987620741.363495
2026-01-28,CAKE,2026-07-27T14:03:14-04:00,2884837070.4366684
2026-01-28,CAL,2026-07-27T14:03:14-04:00,416915419.0650654
2026-01-28,CALM,2026-07-27T14:03:14-04:00,3879039417.114304
2026-01-28,CALX,2026-07-27T14:03:14-04:00,3510001949.4020767
2026-01-28,CALY,2026-07-27T14:03:14-04:00,2719638984.215396
2026-01-28,CAMT,2026-07-27T14:03:14-04:00,6872718729.889481
2026-01-28,CAR,2026-07-27T14:03:14-04:00,4051173725.493652
2026-01-28,CARG,2026-07-27T14:03:14-04:00,3317275368.049164
2026-01-28,CARR,2026-07-27T14:03:14-04:00,49282732418.72422
2026-01-28,CARS,2026-07-27T14:03:14-04:00,716454485.6441612
2026-01-28,CASH,2026-07-27T14:03:14-04:00,1914676183.8080287
2026-01-28,CASS,2026-07-27T14:03:14-04:00,563409071.7085228
2026-01-28,CASY,2026-07-27T14:03:14-04:00,22806912391.111023
2026-01-28,CAT,2026-07-27T14:03:14-04:00,301363135312.40845
2026-01-28,CATY,2026-07-27T14:03:14-04:00,3400469936.5753098
2026-01-28,CB,2026-07-27T14:03:14-04:00,121062305036.03757
2026-01-28,CBOE,2026-07-27T14:03:14-04:00,27688939043.099422
2026-01-28,CBRE,2026-07-27T14:03:14-04:00,50442012991.5
2026-01-28,CBRL,2026-07-27T14:03:14-04:00,657115842.6639938
2026-01-28,CBSH,2026-07-27T14:03:14-04:00,7759826864.595085
2026-01-28,CBT,2026-07-27T14:03:14-04:00,3803526966.104797
2026-01-28,CBU,2026-07-27T14:03:14-04:00,3228510421.0242004
2026-01-28,CBZ,2026-07-27T14:03:14-04:00,2097174853.695008
2026-01-28,CC,2026-07-27T14:03:14-04:00,2264867343.2586823
2026-01-28,CCBG,2026-07-27T14:03:14-04:00,685654709.1660461
2026-01-28,CCC,2026-07-27T14:03:14-04:00,5151430106.716312
2026-01-28,CCEP,2026-07-27T14:03:14-04:00,41536126206.84473
2026-01-28,CCI,2026-07-27T14:03:14-04:00,36967812893.10471
2026-01-28,CCK,2026-07-27T14:03:14-04:00,12129828553.28514
2026-01-28,CCL,2026-07-27T14:03:14-04:00,37696178026.02959
2026-01-28,CCNE,2026-07-27T14:03:14-04:00,791437082.0942936
2026-01-28,CCOI,2026-07-27T14:03:14-04:00,1150383533.4912567
2026-01-28,CCRN,2026-07-27T14:03:14-04:00,297132763.71245575
2026-01-28,CCS,2026-07-27T14:03:14-04:00,1899209299.9965289
2026-01-28,CDE,2026-07-27T14:03:14-04:00,16453291486.059849
2026-01-28,CDNA,2026-07-27T14:03:14-04:00,1089023327.8092728
2026-01-28,CDNS,2026-07-27T14:03:14-04:00,87330317438.96484
2026-01-28,CDP,2026-07-27T14:03:14-04:00,3416381614.493828
2026-01-28,CDRE,2026-07-27T14:03:14-04:00,1641098493.32753
2026-01-28,CDW,2026-07-27T14:03:17-04:00,16345896276.38626
2026-01-28,CDZI,2026-07-27T14:03:17-04:00,511316893.92129135
2026-01-28,CE,2026-07-27T14:03:17-04:00,5055840755.470551
2026-01-28,CECO,2026-07-27T14:03:17-04:00,2479903002.240677
2026-01-28,CEG,2026-07-27T14:03:17-04:00,104321432958.48631
2026-01-28,CELC,2026-07-27T14:03:17-04:00,5299447236.78653
2026-01-28,CELH,2026-07-27T14:03:17-04:00,13897205321.935083
2026-01-28,CENTA,2026-07-27T14:03:17-04:00,1846663134.8751163
2026-01-28,CENX,2026-07-27T14:03:17-04:00,4573756481.0
2026-01-28,CERT,2026-07-27T14:03:17-04:00,1497169589.0420322
2026-01-28,CEVA,2026-07-27T14:03:17-04:00,608170796.7338848
2026-01-28,CF,2026-07-27T14:03:17-04:00,15091020013.93866
2026-01-28,CFFN,2026-07-27T14:03:17-04:00,933211952.9650664
2026-01-28,CFG,2026-07-27T14:03:17-04:00,27023270351.307297
2026-01-28,CFR,2026-07-27T14:03:17-04:00,8696135436.194153
2026-01-28,CG,2026-07-27T14:03:17-04:00,21897615400.930733
2026-01-28,CGNX,2026-07-27T14:03:17-04:00,6544703685.582836
2026-01-28,CHCO,2026-07-27T14:03:17-04:00,1734801602.3858566
2026-01-28,CHCT,2026-07-27T14:03:17-04:00,474333919.4956055
2026-01-28,CHD,2026-07-27T14:03:17-04:00,22285324327.85821
2026-01-28,CHDN,2026-07-27T14:03:17-04:00,6935294959.401215
2026-01-28,CHE,2026-07-27T14:03:17-04:00,6303132353.624573
2026-01-28,CHEF,2026-07-27T14:03:17-04:00,2591689870.278656
2026-01-28,CHH,2026-07-27T14:03:17-04:00,4625410852.916153
2026-01-28,CHKP,2026-07-27T14:03:17-04:00,19349615682.9971
2026-01-28,CHRD,2026-07-27T14:03:17-04:00,5620455502.005432
2026-01-28,CHRW,2026-07-27T14:03:17-04:00,21770319017.629578
2026-01-28,CHTR,2026-07-27T14:03:17-04:00,24970197634.37592
2026-01-28,CHWY,2026-07-27T14:03:17-04:00,12873255304.03126
2026-01-28,CI,2026-07-27T14:03:17-04:00,72759731066.40527
2026-01-28,CIEN,2026-07-27T14:03:17-04:00,36293683663.82611
2026-01-28,CIM,2026-07-27T14:03:17-04:00,1071821664.77777
2026-01-28,CINF,2026-07-27T14:03:17-04:00,24770024290.354065
2026-01-28,CL,2026-07-27T14:03:17-04:00,68698769275.0
2026-01-28,CLB,2026-07-27T14:03:17-04:00,882542092.1291351
2026-01-28,CLBK,2026-07-27T14:03:17-04:00,764537321.8989282
2026-01-28,CLF,2026-07-27T14:03:17-04:00,8004390034.063076
2026-01-28,CLFD,2026-07-27T14:03:17-04:00,414432273.965683
2026-01-28,CLH,2026-07-27T14:03:17-04:00,13872073731.85254
2026-01-28,CLSK,2026-07-27T14:03:17-04:00,3439842306.66949
2026-01-28,CLX,2026-07-27T14:03:17-04:00,13271465607.454576
2026-01-28,CMC,2026-07-27T14:03:17-04:00,8334148686.191437
2026-01-28,CMCO,2026-07-27T14:03:17-04:00,596111415.75
2026-01-28,CMCSA,2026-07-27T14:03:17-04:00,111968487048.306
2026-01-28,CME,2026-07-27T14:03:17-04:00,102838525354.77055
2026-01-28,CMG,2026-07-27T14:03:17-04:00,52509056395.39719
2026-01-28,CMI,2026-07-27T14:03:17-04:00,79765627136.56458
2026-01-28,CMP,2026-07-27T14:03:17-04:00,1083124930.4471283
2026-01-28,CMPR,2026-07-27T14:03:17-04:00,1922178781.7907715
2026-01-28,CMRE,2026-07-27T14:03:17-04:00,1990664905.510929
2026-01-28,CMS,2026-07-27T14:03:21-04:00,21850160055.71022
2026-01-28,CNA,2026-07-27T14:03:21-04:00,12783582638.41867
2026-01-28,CNC,2026-07-27T14:03:21-04:00,20594604949.99695
2026-01-28,CNH,2026-07-27T14:03:21-04:00,13458824035.04999
2026-01-28,CNK,2026-07-27T14:03:21-04:00,2763033268.8162003
2026-01-28,CNM,2026-07-27T14:03:21-04:00,10897862689.823357
2026-01-28,CNMD,2026-07-27T14:03:21-04:00,1198150097.731987
2026-01-28,CNNE,2026-07-27T14:03:21-04:00,750063884.4952698
2026-01-28,CNO,2026-07-27T14:03:21-04:00,3975178491.6529655
2026-01-28,CNOB,2026-07-27T14:03:21-04:00,1400105575.677662
2026-01-28,CNP,2026-07-27T14:03:21-04:00,25977629180.38876
2026-01-28,CNR,2026-07-27T14:03:21-04:00,4833690537.784332
2026-01-28,CNS,2026-07-27T14:03:21-04:00,3261932285.8656654
2026-01-28,CNX,2026-07-27T14:03:21-04:00,5301675937.505547
2026-01-28,CNXC,2026-07-27T14:03:21-04:00,2242360461.1587524
2026-01-28,CNXN,2026-07-27T14:03:21-04:00,1469515578.638382
2026-01-28,COCO,2026-07-27T14:03:21-04:00,3084887031.584625
2026-01-28,COF,2026-07-27T14:03:21-04:00,138850579214.586
2026-01-28,COHR,2026-07-27T14:03:21-04:00,34752949440.62105
2026-01-28,COHU,2026-07-27T14:03:21-04:00,1353618956.142908
2026-01-28,COIN,2026-07-27T14:03:21-04:00,56474392124.98865
2026-01-28,COKE,2026-07-27T14:03:21-04:00,9958789412.0
2026-01-28,COLB,2026-07-27T14:03:21-04:00,8662543191.106567
2026-01-28,COLD,2026-07-27T14:03:21-04:00,3512354566.3779907
2026-01-28,COLL,2026-07-27T14:03:21-04:00,1416803934.6730957
2026-01-28,COLM,2026-07-27T14:03:21-04:00,2951011322.340744
2026-01-28,COO,2026-07-27T14:03:21-04:00,16000142709.948347
2026-01-28,COP,2026-07-27T14:03:21-04:00,126630260149.99612
2026-01-28,COR,2026-07-27T14:03:21-04:00,68189172343.25012
2026-01-28,CORT,2026-07-27T14:03:21-04:00,4831293613.865501
2026-01-28,COST,2026-07-27T14:03:21-04:00,426545675679.3128
2026-01-28,COUR,2026-07-27T14:03:21-04:00,1037675446.7165694
2026-01-28,CPAY,2026-07-27T14:03:21-04:00,22429953968.15039
2026-01-28,CPB,2026-07-27T14:03:21-04:00,8043661793.624973
2026-01-28,CPF,2026-07-27T14:03:21-04:00,854068551.2816467
2026-01-28,CPK,2026-07-27T14:03:21-04:00,2976438545.31192
2026-01-28,CPNG,2026-07-27T14:03:21-04:00,37135744308.17786
2026-01-28,CPRI,2026-07-27T14:03:21-04:00,2745061234.198929
