ticker,shares,price,position_market_value,average_daily_volume,average_daily_dollar_volume,position_shares_pct_adv,position_pct_of_daily_market_volume,position_value_pct_dollar_adv,liquidation_participation_rate,estimated_days_to_liquidate,estimated_full_trading_days
CRC,-1289,52.36,-67492.04,913190.1,43579732.519,0.0014115352323683754,0.14115352323683755,0.0015487024839029161,0.1,0.014115352323683753,1
CRDO,-2005,129.47,-259587.35,5961169.65,845445793.2675,0.0003363433885831449,0.03363433885831449,0.000307041979588946,0.1,0.003363433885831449,1
CRGY,6639,9.58,63601.62,6152547.25,52421923.576000005,0.0010790652603277447,0.10790652603277448,0.0012132637580113204,0.1,0.010790652603277447,1
CRH,2115,123.68,261583.2,4741382.7,591283232.8080001,0.0004460724083715073,0.04460724083715073,0.0004423991506705562,0.1,0.004460724083715072,1
CRI,1111,33.61,37340.71,1331078.55,47177965.566,0.0008346614856050381,0.0834661485605038,0.0007914862277764375,0.1,0.00834661485605038,1
CRK,-4625,23.35,-107993.75,2611684.45,59255156.687499985,0.001770887750241037,0.1770887750241037,0.0018225207059958976,0.1,0.017708877502410368,1
CRL,-1428,211.68,-302279.04000000004,687251.35,149409824.278,0.002077842408021461,0.2077842408021461,0.002023153708002248,0.1,0.02077842408021461,1
CRM,2037,214.08,436080.96,9237767.3,2176497975.459,0.00022050782768689138,0.022050782768689138,0.0002003590009809383,0.1,0.0022050782768689137,1
CRNX,-3391,51.88,-175925.08000000002,1555712.3,80596357.43525001,0.0021797089346147097,0.21797089346147097,0.002182791947407,0.1,0.021797089346147096,1
CROX,214,82.51,17657.14,978562.05,83413965.937,0.00021868822728206145,0.021868822728206144,0.00021168085945387003,0.1,0.0021868822728206144,1
CRS,1205,310.39,374019.95,898173.4,297246023.12399995,0.0013416117644989263,0.13416117644989264,0.001258284117880268,0.1,0.013416117644989263,1
CRSP,-2126,53.35,-113422.1,1797277.75,99988711.3795,0.0011829000831952657,0.11829000831952657,0.0011343490523596663,0.1,0.011829000831952657,1
CRUS,-1958,130.18,-254892.44,477861.35,60001739.214,0.004097422819401486,0.40974228194014856,0.004248084194541595,0.1,0.040974228194014854,1
CRVL,-26,68.83,-1789.58,164753.95,11419363.804000001,0.00015781108738212345,0.015781108738212344,0.00015671450973241973,0.1,0.0015781108738212345,1
CRWD,-606,111.155,-67359.93000000001,11006047.6,1264758991.626,5.5060637753374794e-05,0.005506063775337479,5.3259103470298884e-05,0.1,0.0005506063775337479,1
CSCO,6327,78.43,496226.61000000004,18360777.55,1385539633.9950001,0.00034459324953806217,0.034459324953806214,0.0003581468171857368,0.1,0.0034459324953806216,1
CSGP,-751,61.93,-46509.43,7093156.55,451253944.559,0.00010587669885842291,0.010587669885842291,0.00010306708796851091,0.1,0.001058766988584229,1
CSIQ,1093,19.77,21608.61,4320819.2,93183107.7905,0.0002529612903034684,0.02529612903034684,0.00023189406870375914,0.1,0.0025296129030346836,1
CSL,1254,342.01,428880.54,384499.45,133148370.77100003,0.0032613830787014127,0.32613830787014125,0.0032210723835113648,0.1,0.032613830787014124,1
CSR,30,64.34,1930.2,138527.35,9047915.016,0.00021656373272137234,0.021656373272137232,0.0002133309161930351,0.1,0.0021656373272137233,1
CSTM,-8650,23.17,-200420.50000000003,1393377.6,30140304.818499994,0.006207936743062325,0.6207936743062326,0.006649584375702225,0.1,0.06207936743062325,1
CSV,-1532,42.48,-65079.35999999999,78702.15,3373534.0795,0.0194657960424207,1.94657960424207,0.019291152383925397,0.1,0.194657960424207,1
CSW,-278,274.36,-76272.08,165916.45,51401763.883499995,0.0016755421177345583,0.16755421177345584,0.001483841686306088,0.1,0.016755421177345582,1
CSX,-9009,37.87,-341170.82999999996,15406937.55,557628546.8500001,0.0005847365818653558,0.058473658186535576,0.0006118245414931628,0.1,0.0058473658186535575,1
CTAS,2717,189.65,515279.05,1666413.9,319590670.5959999,0.0016304472736335194,0.16304472736335193,0.00161230942392362,0.1,0.016304472736335195,1
CTBI,-239,61.43,-14681.77,75312.35,4503992.40725,0.0031734503039674102,0.317345030396741,0.0032597235235936463,0.1,0.0317345030396741,1
CTMX,-22130,5.74,-127026.20000000001,3292574.65,16807920.067999996,0.006721183982874922,0.6721183982874922,0.007557520471663874,0.1,0.06721183982874922,1
CTO,955,17.53,16741.15,240096.55,4356470.582,0.003977566524800127,0.3977566524800127,0.003842824067071825,0.1,0.03977566524800127,1
CTRA,1783,28.06,50030.979999999996,10869362.1,283838068.004,0.00016403906536520668,0.016403906536520668,0.00017626592638481084,0.1,0.0016403906536520668,1
CTRE,-2333,37.08,-86507.64,1757310.7,64961023.894999996,0.0013275967647610636,0.13275967647610637,0.0013316852908572833,0.1,0.013275967647610635,1
CTS,-370,51.98,-19232.6,155198.55,7485689.831,0.0023840428921533094,0.23840428921533094,0.002569248851368819,0.1,0.023840428921533093,1
CTSH,666,82.45,54911.700000000004,4459808.3,375489624.52199996,0.00014933377293369315,0.014933377293369316,0.00014624025915470462,0.1,0.0014933377293369315,1
CTVA,3657,73.84,270032.88,3720508.5,261906055.43,0.0009829301559182032,0.09829301559182031,0.001031029540560478,0.1,0.009829301559182031,1
CUBE,-6455,37.61,-242772.55,2254556.3,84701788.88949998,0.0028630910658562843,0.2863091065856284,0.002866203337413753,0.1,0.028630910658562842,1
CUBI,-826,78.95,-65212.700000000004,334349.55,25815051.579499997,0.0024704684064925466,0.24704684064925467,0.0025261502886860816,0.1,0.024704684064925465,1
CUZ,-11400,25.29,-288306.0,1603131.0,41868214.7165,0.007111084496525861,0.7111084496525861,0.006886035192859094,0.1,0.07111084496525862,1
CVBF,2859,19.51,55779.090000000004,1396301.05,27324140.208249997,0.0020475527107853995,0.20475527107853994,0.002041385001499831,0.1,0.020475527107853993,1
CVCO,5,617.5,3087.5,194280.15,126373799.91849999,2.573603119001092e-05,0.0025736031190010922,2.4431488188146328e-05,0.1,0.0002573603119001092,1
CVI,425,22.28,9469.0,1494169.75,35386924.583,0.00028443889993088136,0.028443889993088136,0.00026758471134699684,0.1,0.0028443889993088134,1
CVLG,-5569,25.85,-143958.65,154968.0,3918303.9604999996,0.035936451396417324,3.5936451396417324,0.036740041469786835,0.1,0.35936451396417324,1
CVLT,3302,87.5,288925.0,1079338.5,114578193.402,0.0030592812171529138,0.3059281217152914,0.0025216403874191015,0.1,0.030592812171529135,1
CVNA,16,85.488,1367.808,19428013.75,1701419230.4065,8.235530510678169e-07,8.23553051067817e-05,8.039217939679721e-07,0.1,8.23553051067817e-06,1
CVS,13,74.44,967.72,9964744.55,778032319.8495,1.3045994239762022e-06,0.0001304599423976202,1.2438043707325586e-06,0.1,1.304599423976202e-05,1
CVX,165,171.19,28246.35,12334355.65,2020118109.325,1.337726952927614e-05,0.001337726952927614,1.3982524026497738e-05,0.1,0.0001337726952927614,1
CW,818,663.9,543070.2,218923.3,138113142.71549997,0.0037364684343786157,0.3736468434378616,0.003932067501488061,0.1,0.037364684343786154,1
CWEN,9119,36.27,330746.13,1220171.2,42290391.205,0.007473541417794487,0.7473541417794487,0.007820834013966176,0.1,0.07473541417794487,1
CWH,3197,13.32,42584.04,2595144.25,32755884.60199999,0.0012319161063975537,0.12319161063975538,0.001300042435654445,0.1,0.012319161063975537,1
CWK,90,16.63,1496.6999999999998,1449418.65,24081947.385,6.209386087311627e-05,0.0062093860873116274,6.215028942934466e-05,0.1,0.0006209386087311627,1
CWST,3054,103.3,315478.2,595474.45,61094436.291999996,0.0051286835228614765,0.5128683522861477,0.0051637795378318314,0.1,0.05128683522861476,1
CWT,1852,44.47,82358.44,333597.3,14790052.642500002,0.005551603685041815,0.5551603685041815,0.005568502154166689,0.1,0.05551603685041815,1
CXM,1966,6.35,12484.099999999999,1590392.3,11163859.999499999,0.0012361729870045272,0.12361729870045271,0.0011182601717111401,0.1,0.01236172987004527,1
CXT,-15,50.69,-760.3499999999999,506167.6,25416782.866499998,2.9634453094192517e-05,0.002963445309419252,2.9915273069518238e-05,0.1,0.00029634453094192517,1
CXW,12779,18.75,239606.25,899524.65,17489322.444,0.014206392231719276,1.4206392231719276,0.01370014480361993,0.1,0.14206392231719275,1
CYD,-2289,46.01,-105316.89,171069.85,7289841.683499999,0.013380499252206043,1.3380499252206044,0.014447075063149416,0.1,0.13380499252206043,1
CYRX,-7336,9.44,-69251.84,341886.35,3587083.457000001,0.021457422912614092,2.145742291261409,0.019305890378674837,0.1,0.2145742291261409,1
CYTK,488,65.6,32012.799999999996,1798819.5,114593580.21375,0.00027128903150093714,0.027128903150093715,0.0002793594539963488,0.1,0.0027128903150093714,1
CZR,-2586,21.28,-55030.08,4792510.55,113147139.84949999,0.0005395919264069226,0.05395919264069226,0.00048635855995296897,0.1,0.005395919264069226,1
D,8266,60.83,502820.77999999997,5781934.4,343831325.9885,0.0014296253516816102,0.14296253516816101,0.00146240537727158,0.1,0.0142962535168161,1
DAKT,-7077,22.46,-158949.42,389737.4,8202808.017999999,0.01815838048901645,1.815838048901645,0.01937743997557984,0.1,0.18158380489016449,1
DAL,2560,66.54,170342.40000000002,8038008.75,557830726.5450001,0.00031848683916896705,0.03184868391689671,0.00030536575325464533,0.1,0.0031848683916896703,1
DAN,298,29.0,8642.0,1867334.05,52216884.062,0.00015958580094439984,0.015958580094439984,0.00016550202401466305,0.1,0.0015958580094439984,1
DAR,1367,45.9,62745.299999999996,2415050.6,98118387.30700001,0.0005660336889007626,0.05660336889007626,0.000639485643029149,0.1,0.0056603368890076255,1
DASH,-212,207.68,-44028.16,3878581.9,831421364.9129999,5.4659152614516144e-05,0.005465915261451615,5.2955290612007695e-05,0.1,0.0005465915261451614,1
DAVE,2,171.4,342.8,508774.35,101156170.14449999,3.931015783323197e-06,0.00039310157833231967,3.388819480910711e-06,0.1,3.9310157833231966e-05,1
DBI,-9322,6.22,-57982.84,893616.05,6597353.080999999,0.010431773243105917,1.0431773243105917,0.008788803522883635,0.1,0.10431773243105917,1
DBX,3913,25.83,101072.79,3448802.15,91817058.8985,0.0011345968338601273,0.11345968338601273,0.0011008062250363719,0.1,0.011345968338601272,1
DCI,-3436,103.32,-355007.51999999996,621727.25,60650520.339,0.00552653916970826,0.552653916970826,0.005853330161319656,0.1,0.0552653916970826,1
DCO,2000,111.72,223440.0,148236.8,16188960.379499998,0.013491926431223556,1.3491926431223555,0.013801998075363813,0.1,0.13491926431223555,1
DCOM,-227,33.89,-7693.03,339048.45,10732521.3585,0.0006695208310198734,0.06695208310198734,0.0007167961509722254,0.1,0.006695208310198734,1
DD,6837,133.8001,914791.2836999999,1602745.55,207748997.55855498,0.0042658050119059755,0.42658050119059754,0.004403348725868879,0.1,0.04265805011905975,1
DDOG,-458,128.18,-58706.44,5738619.65,741634284.9029999,7.981013343513714e-05,0.007981013343513714,7.915820667281901e-05,0.1,0.0007981013343513713,1
DDS,-33,608.54,-20081.82,140219.8,91288690.75,0.000235344794387098,0.0235344794387098,0.00021998146577647133,0.1,0.00235344794387098,1
DE,-528,530.07,-279876.96,1334802.7,671076047.776,0.00039556407849639504,0.039556407849639506,0.000417056995146131,0.1,0.0039556407849639505,1
DEA,-1851,23.13,-42813.63,451828.95,10174174.0345,0.004096683047865791,0.40966830478657906,0.004208069358241918,0.1,0.0409668304786579,1
DECK,-1480,99.9,-147852.0,2827914.05,289468510.776,0.0005233539541274248,0.05233539541274248,0.0005107705829682199,0.1,0.005233539541274247,1
DEI,19880,10.61,210926.8,2734250.9,29937466.114000004,0.00727072998311896,0.727072998311896,0.007045579582346879,0.1,0.07270729983118959,1
DELL,5192,118.49,615200.08,7086338.4,840645173.7874999,0.0007326774007857147,0.07326774007857147,0.0007318189637944815,0.1,0.007326774007857147,1
DFH,-3969,18.61,-73863.09,438540.9,8152131.0015,0.009050467128607615,0.9050467128607615,0.009060586733261416,0.1,0.09050467128607614,1
DFIN,-102,51.73,-5276.46,208880.6,10813010.500500001,0.0004883172491844623,0.04883172491844623,0.0004879732614479578,0.1,0.004883172491844622,1
DG,736,141.78,104350.08,3365482.85,489121709.50999993,0.0002186907593363609,0.02186907593363609,0.00021334174699490945,0.1,0.0021869075933636088,1
DGICA,85,18.45,1568.25,109448.0,2102694.3510000007,0.0007766245157517725,0.07766245157517725,0.0007458287978251193,0.1,0.007766245157517725,1
DGII,-3061,45.29,-138632.69,255808.55,11063082.161,0.011965980026859932,1.1965980026859933,0.012531109141421118,0.1,0.11965980026859932,1
DGX,-2219,182.35,-404634.64999999997,975717.2,177678749.00550002,0.002274224539651448,0.22742245396514482,0.0022773384676828996,0.1,0.02274224539651448,1
DHC,-17686,5.87,-103816.82,1792523.1,10010906.4235,0.009866539516282942,0.9866539516282943,0.010370371633511255,0.1,0.09866539516282942,1
DHI,-1094,150.42,-164559.47999999998,3704166.45,563933174.197,0.00029534309939014753,0.029534309939014753,0.00029180670251279466,0.1,0.002953430993901475,1
DHR,-1310,219.62,-287702.2,3716344.8,868529111.8399999,0.00035249689426018814,0.03524968942601881,0.0003312522241085229,0.1,0.0035249689426018814,1
DHT,2592,14.1,36547.2,2526884.35,33505934.111500002,0.0010257691453113,0.10257691453113,0.0010907679779462158,0.1,0.010257691453113,1
DIN,-2658,34.3,-91169.4,420478.3,15143325.019499999,0.006321372589263227,0.6321372589263228,0.006020434738249461,0.1,0.06321372589263227,1
DINO,1882,51.25,96452.5,2544104.0,125863057.976,0.0007397496328766434,0.07397496328766434,0.0007663289097774177,0.1,0.007397496328766433,1
DIOD,1007,60.26,60681.82,302715.7,17000568.427500002,0.003326553594676457,0.3326553594676457,0.0035693994738341516,0.1,0.03326553594676457,1
DIS,-835,111.58,-93169.3,9585475.65,1078826288.0815,8.711096146804149e-05,0.008711096146804148,8.636172572850905e-05,0.1,0.0008711096146804149,1
DK,168,28.94,4861.92,1474328.8,42665648.888,0.00011395015820080297,0.011395015820080297,0.00011395396827932571,0.1,0.0011395015820080297,1
DKNG,3555,29.94,106436.70000000001,12900309.95,423783151.2435,0.0002755747740774244,0.02755747740774244,0.00025115840421612923,0.1,0.002755747740774244,1
DKS,-253,205.59,-52014.270000000004,1160955.55,243522225.68950003,0.0002179239334356944,0.02179239334356944,0.00021359146933192105,0.1,0.002179239334356944,1
DLB,-2463,63.03,-155242.89,742142.9,46754124.0365,0.003318767854546611,0.3318767854546611,0.0033204106204364993,0.1,0.03318767854546611,1
DLR,-1769,167.44,-296201.36,2001446.9,318375758.91749996,0.0008838605710698596,0.08838605710698595,0.0009303514846956487,0.1,0.008838605710698595,1
DLTR,259,117.31,30383.29,3181196.2,414051890.3415001,8.141591518309999e-05,0.00814159151831,7.338039194783193e-05,0.1,0.0008141591518309999,1
DLX,69,27.12,1871.28,486412.95,11790418.713000001,0.00014185477586482843,0.014185477586482843,0.000158711920717179,0.1,0.0014185477586482842,1
DNLI,-7353,21.59,-158751.27,1686128.8,31546961.9505,0.004360876820323572,0.43608768203235715,0.005032220543109505,0.1,0.04360876820323571,1
DNOW,-6052,15.07,-91203.64,2338323.4,32898012.127500005,0.0025881792056650504,0.25881792056650504,0.0027723146203038006,0.1,0.025881792056650504,1
DOC,-12636,17.14,-216581.04,9319308.2,160051836.258,0.0013558946360417612,0.13558946360417612,0.0013531930970843483,0.1,0.013558946360417611,1
DOCN,-265,56.13,-14874.45,2758391.05,152612832.45499998,9.607049732850606e-05,0.009607049732850606,9.74652639671434e-05,0.1,0.0009607049732850606,1
DOCS,-2765,38.63,-106811.95000000001,2619554.95,110367812.12350002,0.001055522809323011,0.10555228093230111,0.0009677817104907267,0.1,0.010555228093230111,1
DOCU,6697,53.78,360164.66000000003,3700268.75,224454219.798,0.0018098685399540236,0.18098685399540237,0.0016046241426164057,0.1,0.018098685399540234,1
DOMO,-68,6.01,-408.68,1224725.0,8268624.971000001,5.552266835412031e-05,0.005552266835412031,4.942538831224493e-05,0.1,0.000555226683541203,1
DORM,548,123.45,67650.6,179025.9,22478189.62225,0.0030610096081069836,0.3061009608106984,0.0030096106998330585,0.1,0.030610096081069835,1
DOV,-1879,202.53,-380553.87,1243886.4,253443107.03600007,0.0015105881051517246,0.15105881051517245,0.001501535687636376,0.1,0.015105881051517245,1
DOW,2250,27.16,61110.0,12068569.9,324478767.4815,0.00018643468270420342,0.018643468270420342,0.00018833281596301722,0.1,0.001864346827042034,1
DOX,-40,81.07,-3242.7999999999997,899811.6,74282492.63649999,4.4453750096131234e-05,0.004445375009613123,4.365497016731226e-05,0.1,0.0004445375009613123,1
DPZ,-446,407.08,-181557.68,693911.8,282173037.924,0.0006427329813385505,0.06427329813385504,0.0006434267474162447,0.1,0.006427329813385505,1
DRH,391,9.19,3593.29,2696432.85,25030802.788999997,0.00014500639242694287,0.014500639242694287,0.00014355472456437164,0.1,0.0014500639242694287,1
DRI,-2784,199.33,-554934.7200000001,1712227.0,346861650.59799993,0.001625952633616921,0.1625952633616921,0.0015998733761523533,0.1,0.01625952633616921,1
DRS,-1122,41.3,-46338.6,1330497.7,53364430.70550001,0.0008432934532694044,0.08432934532694043,0.0008683424405991856,0.1,0.008432934532694043,1
DRVN,-13709,15.22,-208650.98,849209.55,13166993.3385,0.016143247564750066,1.6143247564750065,0.015846516713113927,0.1,0.16143247564750066,1
DSGR,5934,28.42,168644.28,69112.65,2006639.1645,0.08585982450390776,8.585982450390777,0.08404315184490162,0.1,0.8585982450390776,1
DT,9476,37.86,358761.36,4408399.25,179545155.60200003,0.0021495330759799037,0.21495330759799036,0.0019981678636613884,0.1,0.021495330759799036,1
DTE,-1248,134.44,-167781.12,1538096.2,205267452.30550003,0.0008113926814200569,0.08113926814200569,0.0008173780992336328,0.1,0.008113926814200569,1
DTM,691,125.47,86699.77,690848.5,83018379.6965,0.001000219295547432,0.10002192955474319,0.0010443442803504295,0.1,0.010002192955474318,1
DUK,-3582,120.89,-433027.98,3788720.8,448671106.588,0.0009454378374885793,0.09454378374885793,0.0009651345353906094,0.1,0.009454378374885792,1
DUOL,-38,139.47,-5299.86,2041900.5,325313036.805,1.8610113470269486e-05,0.0018610113470269485,1.6291569658724916e-05,0.1,0.00018610113470269484,1
DV,-10731,11.09,-119006.79,2071819.05,22591349.234500002,0.005179506385946205,0.5179506385946205,0.005267803563421557,0.1,0.051795063859462045,1
DVA,-2190,107.24,-234855.59999999998,899401.8,97367504.6595,0.002434951764606208,0.2434951764606208,0.0024120531877786545,0.1,0.02434951764606208,1
DVN,3299,39.94,131762.06,9827948.2,365653505.2385,0.00033567535490266424,0.03356753549026642,0.0003603467712255549,0.1,0.0033567535490266424,1
DX,-29150,14.57,-424715.5,7405781.6,105853977.5905,0.003936113914026307,0.3936113914026307,0.004012277192294346,0.1,0.03936113914026306,1
DXC,15419,14.41,222187.79,1664978.4,24520466.152000003,0.009260780800519695,0.9260780800519696,0.009061319985626674,0.1,0.09260780800519695,1
DXCM,-123,74.0,-9102.0,5977995.9,423520165.38399994,2.057545740370949e-05,0.002057545740370949,2.1491302525695184e-05,0.1,0.0002057545740370949,1
DXPE,315,129.93,40927.950000000004,126422.6,14826268.952499997,0.0024916431081151626,0.24916431081151627,0.002760502330770059,0.1,0.024916431081151626,1
DY,339,365.47,123894.33000000002,314388.2,113347848.5125,0.0010782847447836782,0.10782847447836783,0.0010930452728120106,0.1,0.010782847447836781,1
EAF,-631,16.39,-10342.09,196374.0,3391331.8049999997,0.0032132563373970077,0.3213256337397008,0.0030495659506840854,0.1,0.03213256337397007,1
EAT,769,160.64,123532.15999999999,1220027.35,193421466.79649997,0.0006303137384584042,0.06303137384584043,0.0006386683031928871,0.1,0.006303137384584042,1
EBAY,125,94.41,11801.25,4030622.05,372498101.45849997,3.101258278483343e-05,0.0031012582784833427,3.168136952589214e-05,0.1,0.0003101258278483342,1
EBC,-1110,20.41,-22655.1,1949064.75,38266990.064500004,0.000569503912068596,0.056950391206859595,0.0005920272266466279,0.1,0.005695039120685959,1
EBF,-816,19.15,-15626.4,191967.6,3599987.1499999994,0.004250717308545817,0.42507173085458166,0.00434068216049049,0.1,0.042507173085458164,1
EBS,-5608,11.9,-66735.2,966934.75,11730923.3445,0.005799770873887819,0.579977087388782,0.005688827557746215,0.1,0.05799770873887819,1
ECL,-302,282.83,-85414.65999999999,1114928.4,306310752.829,0.0002708694118833102,0.02708694118833102,0.0002788496949948188,0.1,0.002708694118833102,1
ECPG,1657,55.56,92062.92,158697.2,8843869.5685,0.010441268024892689,1.044126802489269,0.010409800742415824,0.1,0.10441268024892689,1
ECVT,-2670,10.82,-28889.4,1140686.95,12035281.5595,0.0023406947892232834,0.23406947892232835,0.00240039253399903,0.1,0.023406947892232834,1
ED,-4320,105.96,-457747.19999999995,1870627.6,191010478.4485,0.0023093853635004634,0.23093853635004635,0.0023964507273008958,0.1,0.023093853635004633,1
EE,-751,36.73,-27584.229999999996,398327.15,13121614.6965,0.0018853849153892723,0.18853849153892724,0.002102197834490422,0.1,0.018853849153892724,1
EEFT,1274,72.9,92874.6,565087.75,41888840.655,0.0022545171081836406,0.22545171081836407,0.002217168070248661,0.1,0.022545171081836405,1
EEX,33550,4.83,162046.5,44509.45,208939.389,0.7537725134774751,75.3772513477475,0.7755670234107941,0.1,7.5377251347747505,8
EFSC,-1815,56.75,-103001.25,166070.6,9266038.63625,0.010929086785981383,1.0929086785981383,0.011115996170903619,0.1,0.10929086785981383,1
EFX,1857,204.0,378828.0,1653872.95,353570709.2685,0.0011228190170230429,0.11228190170230429,0.0010714349069914605,0.1,0.011228190170230428,1
EG,6,329.62,1977.72,327113.6,107355411.128,1.8342251743736735e-05,0.0018342251743736736,1.842217340718822e-05,0.1,0.00018342251743736735,1
EGBN,1555,26.54,41269.7,457428.4,11178225.115,0.0033994391253363366,0.33994391253363365,0.00369197252474549,0.1,0.033994391253363364,1
EGP,-1811,181.31,-328352.41000000003,345229.6,62896143.82199999,0.005245784254884286,0.5245784254884286,0.005220549147325436,0.1,0.05245784254884286,1
EGY,-9075,5.17,-46917.75,1309313.65,5672790.048,0.006931112342714827,0.6931112342714827,0.008270665687079558,0.1,0.06931112342714826,1
EHC,1841,94.58,174121.78,1172865.05,118310607.518,0.0015696605504614532,0.15696605504614533,0.001471734307285243,0.1,0.01569660550461453,1
EIG,-1801,44.7,-80504.70000000001,282398.6,12463877.350499999,0.006377510370093903,0.6377510370093903,0.006459041415131584,0.1,0.06377510370093903,1
EIX,-1388,62.17,-86291.96,2999260.8,182287049.113,0.00046278069583011926,0.04627806958301193,0.00047338502883168345,0.1,0.004627806958301193,1
EL,2970,115.21,342173.69999999995,3308088.65,376027139.3385,0.0008977993984532429,0.08977993984532429,0.0009099707553075706,0.1,0.008977993984532428,1
ELAN,-3582,24.2,-86684.4,4765116.2,114333014.0185,0.0007517130432202262,0.07517130432202263,0.0007581747122136897,0.1,0.007517130432202262,1
ELF,-2263,85.03,-192422.89,1785816.95,153245560.52350003,0.0012672071457267779,0.12672071457267778,0.0012556506651329204,0.1,0.012672071457267777,1
ELS,-6052,62.77,-379884.04000000004,1712418.6,105766646.947,0.0035341825882993796,0.35341825882993794,0.003591718665245776,0.1,0.035341825882993796,1
ELV,-395,346.98,-137057.1,1719321.4,613917431.1855,0.0002297418039466036,0.02297418039466036,0.00022325005454778676,0.1,0.0022974180394660358,1
EME,-306,730.4,-223502.4,343634.25,231690891.581,0.000890481667645178,0.0890481667645178,0.0009646576888494674,0.1,0.00890481667645178,1
EMN,1476,68.99,101829.23999999999,1588795.95,108086914.26449999,0.00092900538926978,0.092900538926978,0.0009421051631727887,0.1,0.0092900538926978,1
EMR,895,150.72,134894.4,2917402.5,425872330.79499996,0.0003067797467096158,0.03067797467096158,0.00031674844840984387,0.1,0.003067797467096158,1
ENOV,-9535,22.71,-216539.85,1083241.6,26997329.122499995,0.008802283811847698,0.8802283811847698,0.00802078787192072,0.1,0.08802283811847697,1
ENPH,3627,38.25,138732.75,6517378.7,239678434.365,0.0005565120836080923,0.05565120836080924,0.0005788286725401733,0.1,0.005565120836080923,1
ENR,-140,21.5,-3010.0,1111520.35,22941945.053500004,0.00012595360939635517,0.012595360939635517,0.00013120073267461674,0.1,0.0012595360939635517,1
ENS,1077,184.85,199083.44999999998,410584.6,69094792.353,0.002623089127064191,0.2623089127064191,0.002881309042552699,0.1,0.02623089127064191,1
ENSG,108,170.06,18366.48,319284.85,56338063.764499985,0.00033825594919395643,0.03382559491939564,0.0003260048140236792,0.1,0.003382559491939564,1
ENTA,-11863,12.9,-153032.7,260829.5,3515549.389,0.045481818582637314,4.548181858263732,0.043530237543762756,0.1,0.4548181858263731,1
ENTG,987,122.71,121114.76999999999,3199556.1,350339426.95524997,0.00030848029200050594,0.030848029200050593,0.00034570693642046286,0.1,0.0030848029200050593,1
ENVA,412,165.1,68021.2,299542.6,47756592.954500005,0.001375430406226026,0.1375430406226026,0.0014243310879569456,0.1,0.01375430406226026,1
ENVX,-101,7.13,-720.13,6267310.55,48963687.41849999,1.6115365465654163e-05,0.0016115365465654164,1.4707429892788522e-05,0.1,0.00016115365465654163,1
EOG,-258,112.08,-28916.64,4482073.6,482050613.93299997,5.7562642434073376e-05,0.005756264243407337,5.9986729949521676e-05,0.1,0.0005756264243407338,1
EOLS,-115,4.66,-535.9,1523791.1,8207257.569,7.546966247538787e-05,0.007546966247538787,6.529586716324974e-05,0.1,0.0007546966247538786,1
EPAC,2541,40.2,102148.20000000001,403378.6,16197693.940000001,0.006299293021493952,0.6299293021493951,0.006306342148356459,0.1,0.06299293021493951,1
EPAM,-90,208.92,-18802.8,682512.8,146183422.9515,0.0001318656587832492,0.01318656587832492,0.00012862470737354603,0.1,0.001318656587832492,1
EPC,-3066,18.89,-57916.740000000005,584113.6,10696762.079,0.005248978965735432,0.5248978965735432,0.005414417893214881,0.1,0.05248978965735432,1
EPR,-3022,53.84,-162704.48,831579.75,44280739.57,0.0036340471253659074,0.36340471253659073,0.0036743848811014793,0.1,0.03634047125365907,1
EPRT,5455,30.05,163922.75,1852253.05,55764024.775,0.0029450619611613004,0.29450619611613005,0.0029395788891028803,0.1,0.029450619611613004,1
EQBK,742,46.26,34324.92,90321.75,4191515.3855,0.008215075549355499,0.8215075549355499,0.008189143267550103,0.1,0.08215075549355498,1
EQH,13760,46.1,634336.0,2739955.0,128421340.73049998,0.00502198028799743,0.5021980287997431,0.004939490558124547,0.1,0.0502198028799743,1
EQIX,-167,826.05,-137950.35,527460.1,418487351.8465,0.00031661162616850074,0.03166116261685007,0.000329640428537013,0.1,0.003166116261685007,1
EQR,3707,61.86,229315.02,2441351.1,150187443.70499998,0.0015184215002913754,0.15184215002913753,0.0015268587995306941,0.1,0.015184215002913753,1
EQT,7071,56.33,398309.43,12157681.8,646497944.2825,0.0005816075890388906,0.05816075890388906,0.0006161031655592563,0.1,0.005816075890388906,1
ERIE,-479,282.1,-135125.90000000002,155661.6,43785492.3,0.0030771879512994853,0.30771879512994854,0.0030860884028475347,0.1,0.03077187951299485,1
ERII,-199,14.78,-2941.22,319740.8,4559670.86125,0.0006223791270929453,0.062237912709294525,0.000645050945452165,0.1,0.006223791270929453,1
ES,1905,68.92,131292.6,2288233.7,158039288.93100002,0.0008325198601873575,0.08325198601873575,0.0008307592427685648,0.1,0.008325198601873574,1
ESAB,-2093,119.78,-250699.54,311996.65,36802723.4175,0.006708405362685785,0.6708405362685785,0.006811983372969358,0.1,0.06708405362685785,1
ESE,1433,229.96,329532.68,170189.45,36565058.381,0.008420028386013351,0.8420028386013351,0.009012229012910105,0.1,0.0842002838601335,1
ESI,13985,29.81,416892.85,1926941.4,54656681.168000005,0.007257615618201986,0.7257615618201987,0.0076274819672746495,0.1,0.07257615618201986,1
ESNT,5760,63.5,365760.0,707062.55,43833136.584,0.008146379694413173,0.8146379694413173,0.008344372055124843,0.1,0.08146379694413172,1
