ticker,shares,price,position_market_value,average_daily_volume,average_daily_dollar_volume,position_shares_pct_adv,position_value_pct_dollar_adv
AFL,39,108.91999816894531,4247.879928588867,2082810.0,228074912.99964905,1.8724703645555765e-05,1.8624932802650697e-05
AFRM,-1010,65.36000061035156,-66013.60061645508,5074230.0,377359644.74227905,0.00019904497825285806,0.0001749355065816315
AGCO,-1126,112.75,-126956.5,735820.0,81601806.35848999,0.001530265554075725,0.0015558050203234408
AGIO,1021,28.309999465942383,28904.509454727173,976780.0,27289568.5455513,0.0010452711971989598,0.0010591779568255263
AGM,82,167.27999877929688,13716.959899902344,106165.0,18387764.652023315,0.0007723826119719304,0.0007459830033441822
AGNC,-34534,12.020000457763672,-415098.69580841064,20781355.0,238609932.6679325,0.0016617780698130608,0.0017396538826658702
AGO,60,83.5999984741211,5015.999908447266,288815.0,25119564.593162537,0.00020774544258435332,0.00019968498617259491
AGX,229,358.8699951171875,82181.22888183594,330710.0,115494672.78320312,0.0006924495781802788,0.000711558610465953
AGYS,-230,85.66999816894531,-19704.099578857422,316485.0,33486465.551567078,0.0007267327045515585,0.0005884198064592494
AHH,-3106,,,,,,
AI,-154,13.130000114440918,-2022.0200176239014,6299380.0,84644746.20979786,2.4446850324952614e-05,2.3888310948587228e-05
AIG,730,73.38999938964844,53574.69955444336,5812690.0,438113927.9703903,0.00012558729263043445,0.0001222848581934701
AIN,-1034,55.560001373291016,-57449.04141998291,293390.0,16423061.390724182,0.0035243191656157335,0.00349807140417988
AIR,1808,104.05999755859375,188140.4755859375,641330.0,61694615.125427246,0.0028191414716292706,0.003049544521891279
AIT,382,256.260009765625,97891.32373046875,327860.0,89148094.63867188,0.0011651314585493808,0.0010980753332669
